baitChr	baitStart	baitEnd	baitID	baitName	oeChr	oeStart	oeEnd	oeID	oeName	dist	Mon	Mac0	Mac1	Mac2	Neu	MK	EP	Ery	FoeT	nCD4	tCD4	aCD4	naCD4	nCD8	tCD8	nB	tB
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36952615	36961094	433992	.	-405101	1.04363003330816	2.90807937267877	2.96286230327234	2.8737758576974	0	1.75987365501959	6.79788557511114	1.55608955956379	0.984437373153061	0.799496163331603	1.45792740330115	0.317484472200618	0.55964982210726	0.787108944311595	0	2.38638929428513	1.84323429235616
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36961095	36970402	433993	.	-396207	1.66459362126441	2.43088389640051	2.85072481336539	2.71967999893815	0	3.9727580832899	5.67679192341494	0.916919905419731	0.779767173343498	1.5172787000592	1.07314377654858	1.20425399387144	1.38577043077667	1.23568041858725	0.383641426843345	2.67817454613045	3.92524896560415
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36970403	36977488	433994	.	-388010	0.654333657940797	1.62208854520039	0.81744556814641	0.775340431645662	0	0.281327160643174	6.33160488594578	0.287592400342586	0.349587818759463	0.451421882238274	1.06334073811818	0.921870170351926	0.268666574904665	0.531296183621193	0.151401015950063	2.72401767647229	1.0793652276625
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36983842	36985690	433996	.	-377189	0.877690069538837	2.28616916244176	1.14084777543956	0.735214293032009	0	1.6086808629143	7.48431186871645	1.2286038474539	0.0356992832824465	1.11486715996976	0.407230612534202	0.520394290011605	0.45360256190127	1.03401590734366	0.676470556380994	2.54046946459601	1.90639609770624
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36985691	36988798	433997	.	-374711	0.0786163161926074	0.293425091805634	0.380481183019965	2.06326826646548	0	1.09707954047893	8.14005763845721	0.936041795313678	0.468056394145932	0.120386089220273	0.216011967676085	0.575579263371838	0.0389260413345482	0.510283150397755	0.415811368677617	2.19583592071179	2.77176459472569
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36988799	36996579	433998	.	-369266	1.29593348325983	1.19113594440476	0.756071859562652	0.352018634625677	0	1.09772799261857	5.36006088797504	1.37613196419059	0.332630162292276	1.08890941827309	1.00236813442066	0.869849434068001	1.08329800894712	1.12544544613753	0.150037407488761	1.00402903903349	3.10199849938283
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36996580	36996749	433999	.	-365291	1.88683392823418	0.285118102694619	2.26811737123565	1.30649854038387	0	1.26153030957947	6.29286057768515	2.08514391173316	0.985905851332981	1.01263144307806	0.489669384336934	0.24745579985123	1.56699388941304	1.65609562457742	0.100270555203493	1.65838060808921	2.86562038056417
22	37361146	37362765	434095	LL22NC01-81G9.3	22	36999051	36999596	434001	.	-362632	0.0804812045050705	1.10605693746643	0.053059073563885	1.5319610731632	0	1.43673690323419	6.52887402771706	0.0208688628528684	1.17741047804397	0.711866727962824	0.633268002694295	0.28742103326796	0.254928674146341	0.490641317269474	0.713862423599402	1.34069382173703	2.31351437146922
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37004440	37008885	434003	.	-355293	0.530356731771499	1.69995026797025	0.672579739824758	1.38456668113416	0	1.40314253423064	5.09797421631074	1.12820301149835	0.567308977038441	0.385443898263307	0.874998245487848	0.240916406027893	1.03489547099412	0.177296543107761	1.29412078603713	1.98426314478464	1.17041817159695
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37010785	37010943	434005	.	-351091	1.80291703413902	3.39874706121261	1.31816856596262	1.63488249962064	0	1.64499055240974	7.31914280011028	0.614586288249794	0.615545121650672	1.76575344756991	1.17141254713758	1.70124114945076	2.04938213576543	1.65707685306652	1.66963768453668	4.6460377382584	3.53971067261216
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37040099	37042040	434013	.	-320886	1.65732126433535	2.41991833892009	2.32965563911594	1.45951095058046	0	1.47131614416576	8.47994133314122	0.793080155796294	0.543662386334254	0.433437678031738	0.816315850329127	1.24050281561917	1.57292512252809	1.46832356884056	0.915776592094505	1.45749526051712	1.52804935053846
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37081103	37085692	434020	.	-278558	0.442169415074274	0.587225379945676	0.52310316992487	0.257257779138664	0	0.768460805442372	5.01385732319843	0.591476131779909	0.613368695341992	0.509819913516874	0.898648936939069	0.389705871635468	0.547696856642655	1.00727982355236	0.511657801031155	1.54031671753203	1.67752110535838
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37112913	37115888	434028	.	-247555	0.919294371923818	0.663881972492626	0.684337645598156	0.605399761465493	0.213188706854485	0.934083473630973	5.02331509577006	0.698427454741128	0.705463982074918	2.01171509546136	1.25769059129937	1.25363758128619	0.929179396048389	0.75002514101424	1.02767301299765	1.51371043333269	1.1119385656391
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37115889	37117271	434029	.	-245375	1.60283647902833	1.40513905559878	1.04926267980571	1.82857758031429	0.150286384745795	1.16544414108896	6.36179097953115	1.38353269764344	1.33776942094351	2.19574943232966	1.38871216931794	1.63790930379568	1.44494879238856	2.08719723155048	2.22087191435322	1.46249349881036	2.04505896930055
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37128531	37130757	434036	.	-232311	1.70585691834413	2.53231886243287	0.964029323373411	1.42432802220212	0.359851566560946	1.85966717512979	7.20792229027203	0.845112803893737	2.18528693737092	2.32943844002084	1.52936778180143	1.34890070530809	2.24742353207972	2.467375696705	1.50404249043914	2.73178155395413	2.21087348978197
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37151546	37151913	434040	.	-210226	2.6424177250309	1.71825761630731	1.49200946548081	1.19474826190305	1.48398970732794	3.11855529295172	7.37459826459816	2.31575466653348	3.58978942836395	3.73632281320385	2.86612076616178	3.30581712042536	4.06176829214501	2.36141864791921	2.64618337458414	4.03207681794136	3.28022470908593
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37151914	37152756	434041	.	-209620	3.71938456737436	1.32965412608798	0.752434195267477	0.736090073249705	1.59553790631243	2.71284156567792	6.06303788868525	2.30106055368225	2.34817997036636	3.26866496401499	1.98822581409089	2.40107559597204	3.38558537916089	2.35137789648108	2.01391293207937	2.74873460833616	2.35209849287234
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37152757	37160644	434042	.	-205255	3.64479464099191	1.46792126668756	2.27453806471671	1.79280216213811	4.18082012996669	3.78020909539033	7.61485851350899	3.39693157935144	2.24186678737068	4.71261031783393	2.54079313887786	3.62032853974426	3.74010823497158	3.50652451425733	2.13788135948398	3.57647003707072	3.2634664179155
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37160645	37166529	434043	.	-198368	5.11175420593796	2.93889459762875	1.88886870655266	1.5787268324397	4.30928360307478	4.58169794321918	6.82580827929793	2.11879036018257	1.96129178054516	3.74337504429007	2.44535309974452	3.44828327651014	4.18030814788395	2.83658204940485	2.19599762518016	4.84687572957586	5.06199585373762
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37166658	37167664	434045	.	-194794	3.40379072542429	1.52502637568603	1.83836330230336	0.861439576453642	3.60002735358335	3.52824224606027	5.10288345665694	2.3205665280452	1.51022690182477	1.80823822559942	1.83480522112109	1.9922642493354	1.44690293396787	1.30837373885766	1.02690157397288	1.69317646098372	2.1661322943279
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37167665	37171393	434046	.	-192426	3.3490944618057	2.61302667896588	2.34335864591257	2.86636937448408	4.2338621445718	2.3741663012318	5.09233471736099	2.0206378596085	0.532131971190014	1.89485327978608	2.47777680326513	1.60229282970556	1.57058623357473	1.79059321778877	1.35981227249517	1.96466654266887	2.32264351655356
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37172436	37173162	434048	.	-189156	5.09248606455616	8.40328451047667	6.25378809070683	5.25303583468875	2.13956406803433	8.48279164487996	8.43595546404994	6.5410165152174	0.889834900140012	2.51208026306857	2.08957677371766	2.08061316491703	2.1526692071533	1.06239405313821	2.71532590799104	2.32865659597617	2.56212882294271
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37173163	37176648	434049	.	-187050	9.23087540872486	8.85790754553009	6.47478718166461	8.25178854394999	9.79370994339818	11.2873628624108	8.32791616634239	8.62646215130887	2.31544821117888	4.16382645857492	3.39262606774427	4.37592630636894	3.99562106430035	3.48500576784463	3.10136838942621	5.03321574350368	4.76038425304916
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37176649	37183339	434050	.	-181961	6.85015841190879	6.64956293616214	6.21407960904207	4.82744994103324	6.39029470189039	7.61870944512857	9.35427343414458	7.14335759618051	2.4028280294285	3.59021259117658	3.77650249109228	2.85199218810908	4.7009116800215	2.5514841924759	3.19279196873505	4.08777579437597	4.96423229439092
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37183340	37183565	434051	.	-178503	12.0917338686001	8.12870173772783	8.8240941525193	8.37582167593904	9.3181419698918	12.760440746222	15.9725339318284	8.446854288507	4.23804742041325	7.13002811544109	5.25477440100196	5.71073731051294	6.04904649886179	6.03905338726522	4.8576691874506	7.88571488380729	6.99577728784365
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37183566	37216672	434052	CITF22-24E5.1;PVALB	-161836	4.41354688985121	1.94796681143651	1.65639542596362	1.74163758941126	4.93861396674915	3.16928540552373	6.12610503453025	3.15067778518261	1.27227997583226	1.54954548264523	0.908712047470824	1.57049208042577	1.34321716957058	1.33948649409161	0.916812004720117	0.847389449617174	1.72783184695545
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37231538	37233434	434057	.	-129469	6.03028515866995	3.46556406452209	2.51181563658347	2.640927841819	3.16539229936835	2.64403564190819	8.2815325190932	4.29914953566571	1.31233795363714	2.58565983382301	1.83237647244494	2.64584092042714	2.33277783554849	1.58440826252701	1.35931429940979	1.69656530763429	1.78021233691915
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37233547	37238245	434059	.	-126059	4.45570264962376	2.80116797101968	2.4165459161959	1.70161754719874	5.10324697464282	4.75509341510752	5.16519658821056	3.6812092075787	0.964208696482712	1.90927173803484	1.62145778413848	2.15424855850228	1.69892249941926	1.76059621936025	1.17858877760194	1.81146801699467	2.20491929038824
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37241597	37241993	434063	.	-120160	4.00635529028689	2.9634647886354	3.15253538354709	2.5284479749493	6.19515242633415	4.71234827886838	6.64264449847931	4.24177298724932	1.15694202093788	2.07796501983217	1.60298600904943	1.99047514102907	2.47929791197115	1.25820254238556	1.54066937916148	2.2768658408656	1.92780770235281
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37249502	37252403	434065	.	-111003	5.66153359673611	4.59731490503095	5.09157496760764	4.85971907912698	4.69889818812553	7.36633277743257	7.71625861778514	4.49880867280764	0.917897578608451	1.38075433969594	1.77132821952339	1.64366239705958	2.10746234606965	0.747365171376585	1.23427938931005	1.66413068255561	1.20902602870597
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37252404	37262399	434066	NCF4	-104554	3.31499726184063	4.82870331407629	6.64919747379321	5.0919648203399	6.72925921377144	6.1442013148457	8.05432939668607	3.12090661012189	0.780610081913546	1.63442896895535	1.25369607160959	1.11164932513929	1.49128821719039	1.24549531296742	1.34367454666893	1.38664699654933	0.888288803954025
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37262400	37265983	434067	.	-97764	4.63234339000669	4.88727379338953	6.37650603418938	6.08120756291326	7.46472688690609	6.20447013815736	10.131763603224	6.08945158190566	1.2541575322376	2.64290198584503	1.66109566543552	2.29594765026416	2.73686213360809	2.25817574019533	1.6409646194896	2.32053890259085	1.78603214575015
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37265984	37280232	434068	CTA-833B7.2;NCF4	-88847	3.15559173026408	3.2037916088711	4.50912457179128	4.50883419942552	4.82914287211774	3.23994631944457	5.11543563156096	2.56847143740198	0.665964432136094	1.49658501679232	0.841351757290558	1.25131719334743	1.37607002934708	0.774707361419931	0.937133536723345	1.0361105345453	0.827738888254664
22	37361146	37362765	434095	LL22NC01-81G9.3	22	37288345	37289247	434071	.	-73159	4.48210091126833	4.6370983140721	5.15093815002864	5.17705881699289	3.42973104665364	5.18409834439234	9.31532323405694	4.83260286558679	1.06853120898661	2.3565956074574	2.1456882677673	2.18274719448689	1.36589530440789	1.2873660542457	0.887709113356672	2.44364544023682	2.62999589945602
22	37402121	37404988	434107	TEX33	22	36912637	36913756	433980	.	-490358	0.0841592778344067	3.96338989546694	0.717301858984908	1.16716598509587	0	1.58302287751286	5.19076558435002	0.572363582454373	0	0	0	0	0	0	0	0.387200425605648	0.0670473134608169
22	37402121	37404988	434107	TEX33	22	36933099	36934563	433985	.	-469723	0.821774252636932	5.72804160327386	4.99587385004615	3.6383202243321	0	2.5844675348742	7.5246797244966	3.0255165348046	0.194723828934105	0.213198471577578	0.146719961818182	0.191384151501863	0.156605298826865	0	0.489198275142026	3.07542773655819	1.38984030015033
22	37402121	37404988	434107	TEX33	22	36934564	36937270	433986	.	-467637	2.989642239208	9.21684268921609	9.88826327841804	6.19229342396662	0.766193130143779	5.53280485891604	12.0635531289753	5.89116059613102	0.714444468451826	1.07728247567467	1.98041570821825	1.91202650487669	0.203294356547462	1.43795695400901	0.827838717955179	2.76847168697139	3.50946245071715
22	37402121	37404988	434107	TEX33	22	36937271	36938023	433987	.	-465907	3.25484094737763	11.0913041380137	9.84929775002861	6.34113936613623	0	6.07353518511738	14.5830491295279	6.63816939105899	0.927428378702897	1.07273859253517	1.01682784173044	0.66733522777093	1.45019233891804	1.16720450600166	0.824461876846851	4.11474802922672	4.02916867202808
22	37402121	37404988	434107	TEX33	22	36938024	36939625	433988	.	-464730	0.593755218192864	2.82589973728006	3.56002693897341	1.25789100516098	0	2.33540778364774	5.15532089870187	2.04737685390466	0.0243056777588153	0	0	0	0	0.0381891238557959	0	0	0.207483093418586
22	37402121	37404988	434107	TEX33	22	36939626	36940500	433989	.	-463491	1.88280121310078	5.2690949862776	6.04460419560718	4.16065213434585	0	3.16809964466168	9.98084533191678	3.54443012191159	0.561376954048407	0.244953446944161	0.410255563619514	0.0365585583244048	0.43086128514885	0.709867562569856	0.0239849216591912	0.446841610490867	1.33778551119221
22	37402121	37404988	434107	TEX33	22	36940501	36948598	433990	RP5-1119A7.10	-459005	1.59786963858347	10.859361431522	13.592509607218	11.471140893197	0.12983493205591	5.48920936977258	9.12263362463034	3.25662889160246	0.464613933181426	0.405620726261453	0.75309735854963	0.457029913120089	0.465525827127473	0.498774950024759	0.597942293272236	2.23606256375035	0
22	37402121	37404988	434107	TEX33	22	36948599	36952614	433991	.	-452948	2.35290541869399	13.730278063974	9.72897106046433	9.718460173521	0.739147295636928	5.89934050259835	11.6953187954358	5.52668199431822	4.52241224531439	2.74350921513429	1.20128293052747	1.83741004176804	1.17979977139586	1.37937790355687	1.36061059087444	3.6497997153982	2.87487210591083
22	37402121	37404988	434107	TEX33	22	36952615	36961094	433992	.	-446700	2.66247630028473	8.65176773961513	5.80015646749088	3.49850446232825	0	1.56911376604468	6.77227389081002	1.46553205901466	0.537320419223648	0.207883181681852	1.08295766315797	0.236405478764863	1.10339963558015	0.57280609577085	0.0298959733573092	1.54873239003877	3.36350697098494
22	37402121	37404988	434107	TEX33	22	36961095	36970402	433993	.	-437806	3.24638956588419	7.36677417309954	7.12009900815366	5.76596595476494	0.521833298257792	2.22914026335948	5.19030580185114	2.53951277253008	1.57607388870506	2.64103205357749	1.36786521613527	0.825146931821258	1.42657241481089	1.83435601911478	1.01410125326991	2.38948849319582	2.78637269806018
22	37402121	37404988	434107	TEX33	22	36970403	36977488	433994	.	-429609	1.98746676109421	6.15793776001216	4.57082966358645	4.24148805088065	0.107420831965539	2.83886145908109	2.97060392516169	0.447521997599915	0.297068009437603	0.487931098889356	1.2715595366858	0.656024797401968	0.605252599735334	0.890867815011252	0.54780566647871	2.1132704568835	2.12972588744423
22	37402121	37404988	434107	TEX33	22	36983842	36985690	433996	.	-418788	1.7652458365656	4.97397639567457	5.09256717936127	3.14808844316783	0.155751525334542	1.04517347317417	7.19258271170042	1.72316234107088	0.767198617750524	1.60506873658779	0.904273189948998	0.563383828429902	0.909698920046075	1.2267840013262	2.87576924235684	3.59547188955067	2.39082816037178
22	37402121	37404988	434107	TEX33	22	36985691	36988798	433997	.	-416310	3.0081043226423	6.04243018133089	5.28110570772572	3.57616729754276	0	0.688203783939497	6.02288475352946	2.55445638234085	0.987949695149525	0.69490458028709	0.183347049753662	0.630705528544918	0.0365391092704925	0.399132465740988	0.764741273275885	4.07017755933337	3.09927366249484
22	37402121	37404988	434107	TEX33	22	36996580	36996749	433999	.	-406890	1.70273756209889	6.51066128884784	6.25513587098893	5.52146724686867	0.259966873699957	1.07116781929041	5.60048597112898	1.36026722523918	0.53238543227376	0.884674156699758	0.853190107112833	0.542949931382608	1.75557074859832	0.9422877547029	1.20988270653248	2.19368476267057	2.30846893905836
22	37402121	37404988	434107	TEX33	22	36996750	36999050	434000	.	-405654	1.6026367300454	4.15234503463481	2.52560423727263	3.03259971936414	0	1.00418794923122	5.02308820450619	0.641952877068234	0.477123041065485	0.947129801174959	0.179375968388075	0.437141214849318	0.375428795107029	0.641078860124316	0.484344621234562	2.37245029480861	1.74564089330217
22	37402121	37404988	434107	TEX33	22	36999051	36999596	434001	.	-404231	1.35442458139622	6.45785243315702	4.64511542580845	3.02001105877163	0	0.909137452200624	5.83871252418962	1.17553407153944	1.17198644932313	0.671282885723604	0.663671332165218	0.402980335152713	0.765040414755476	0.384084071696246	1.01493640307752	3.25416094076677	2.99286067400733
22	37402121	37404988	434107	TEX33	22	37004440	37008885	434003	.	-396892	2.37576644833143	6.00066113961138	3.91870827321855	3.57798678307339	0.0175411631898283	1.59239702521301	4.67616225839909	0.772468267185894	0.902546423017275	1.50475706925739	1.04731904626037	0.93926600569096	0.366417667471259	0.692651941462628	0.903258859070463	1.01448629827973	2.96322406810907
22	37402121	37404988	434107	TEX33	22	37010785	37010943	434005	.	-392690	2.3443939095763	5.93951052980556	9.02265041228856	5.71753400949678	0.0505615897088845	1.02121377940196	8.5159748841276	1.8187301659578	1.51174542592542	1.92387817198756	1.18403292707892	0.365026814620784	1.55340739155298	1.81967894220872	1.92924845808579	2.80459563205071	3.97201943014211
22	37402121	37404988	434107	TEX33	22	37040099	37042040	434013	.	-362485	2.81478211882584	2.37675511988143	5.82438830115993	5.20046139657005	0.2689376198964	2.20115300156051	6.35449846857709	1.35333164459105	1.35254672304329	1.99758391951834	1.23459090380767	0.806832689732507	1.21889788217505	0.316738564693368	0.811476039773537	1.55396012885431	2.3726645523074
22	37402121	37404988	434107	TEX33	22	37073552	37078182	434018	.	-327687	2.05129831462071	3.94183435659644	4.10519451859144	3.15767553636741	0.227756430081627	1.22525037686852	5.23823976143987	1.87753517371323	0.543410151681949	0.663830574958015	1.31144310468358	0.713288966034974	0.972850683234022	1.23911011200725	0.912005203400953	3.76756860365966	1.93594167246119
22	37402121	37404988	434107	TEX33	22	37115889	37117271	434029	.	-286974	3.44485153840517	5.41076278567401	4.01144066272898	3.57911801186301	2.28255889607006	3.43870614900569	6.39181822419223	2.95598093120806	2.05512578610342	2.990734401586	1.56335906122812	1.39808927474031	2.13936394464259	0.834922710633893	2.25099390114028	2.88575092750012	2.17803784565377
22	37402121	37404988	434107	TEX33	22	37123753	37128530	434035	.	-277413	3.24500281790456	3.31391090804678	2.56032105785638	2.25185313536663	3.30866836857504	1.57009440702138	5.28540426652943	1.21701801823476	2.19230051909968	1.32380047851873	1.58639711845479	0.745020358465768	1.61013468148478	1.45030154887548	1.81313311826899	1.80439485800887	1.50534472000219
22	37402121	37404988	434107	TEX33	22	37128531	37130757	434036	.	-273910	2.39225111112841	4.97071014990229	3.21316347055253	3.08652736944029	1.99354563712829	2.12775579999073	5.20515274853352	1.73964703193984	1.12616622247941	2.09156319500309	2.07895725966364	2.1033656628378	1.75171536442714	1.42140030141676	2.00608357102397	1.6914185555151	3.41065714276415
22	37402121	37404988	434107	TEX33	22	37151546	37151913	434040	.	-251825	3.43150263483107	5.08130512802115	3.83519208514349	3.19020580861792	5.25425387126967	2.79127582404063	4.7838247166991	2.59548729074319	1.13747820104754	2.27494886921561	1.68710319732674	2.87116023678631	2.43337622510986	2.4186529440017	1.09554778626456	3.09669392850853	2.21645707996619
22	37402121	37404988	434107	TEX33	22	37151914	37152756	434041	.	-251219	4.76423810596517	5.45875624204372	3.59648749424581	3.22919956962701	3.9107122072548	2.78169265032009	5.80873854872897	3.43204388559203	1.78671145332092	2.61085096633286	1.9659036297441	2.50679871006627	2.12046973908723	1.389956310227	2.40723593090891	2.99564549953232	2.86812245940519
22	37402121	37404988	434107	TEX33	22	37152757	37160644	434042	.	-246854	5.46577108888388	7.91918626748732	5.42959179041604	4.50471725481033	9.24696122793374	7.46139272355741	5.68616959658978	5.11457531590395	1.79031290283182	3.21293230175429	3.87913253623969	3.93022524144263	3.06120929792796	3.54945493612429	3.51240501036638	4.25936830402564	3.12314739323467
22	37402121	37404988	434107	TEX33	22	37160645	37166529	434043	.	-239967	6.22314781871694	6.65024020477525	6.95311909351883	4.6295559884254	9.30660972103996	6.1373921910197	6.45013922058639	5.16084348004415	2.91548388419754	2.97383841752106	3.20277629539417	1.95603800507515	3.96342809467671	2.24672928460625	2.30060556659833	3.31089841436244	3.1166422548795
22	37402121	37404988	434107	TEX33	22	37166658	37167664	434045	.	-236393	4.45226517022328	6.13698179281604	5.96323839488698	2.97036696480843	5.33259805962653	4.99916732121296	5.993537616395	4.56923329151286	1.47413553770031	1.13675901006888	1.66432572130818	1.38124149620077	1.25341992848243	1.55380504242182	1.68765058915638	2.447239714848	1.46460299546324
22	37402121	37404988	434107	TEX33	22	37167665	37171393	434046	.	-234025	4.04617769475591	5.68099927239287	3.98088885866097	3.7219708162709	5.86389344387736	5.60213609592479	5.65929574281806	4.74065242952343	1.01266375190648	1.19483317094177	1.5967894928385	1.61357042792703	1.34524742466959	0.918592072877311	1.5005841015629	2.33656065569097	1.44237628857505
22	37402121	37404988	434107	TEX33	22	37172436	37173162	434048	.	-230755	2.67933489358706	12.4608581080093	8.24172057329663	4.29844402885886	3.2980341321591	13.0867742569028	10.8171306928536	9.3430585091972	0.876192373135283	1.32256486037774	1.32917618078219	0.863454130887965	1.31539244366436	1.67608695130403	1.46734727668309	2.12318330617498	1.8209155534481
22	37402121	37404988	434107	TEX33	22	37173163	37176648	434049	.	-228649	7.19372453508753	15.411988001136	11.5218849493886	9.20405082173579	10.0365284795885	13.9878361013648	14.1359058042477	14.5571081102538	2.14700621308686	2.87793516533071	2.93147246719326	3.82042766177444	3.26503295222676	3.00879197296178	4.09461064727125	4.21762064245364	3.47941032394209
22	37402121	37404988	434107	TEX33	22	37176649	37183339	434050	.	-223560	9.10934681462987	12.180666697422	9.95338401916724	5.5465272993187	8.11858830979017	12.2937531168673	11.4171892806842	11.3088551040935	1.66803098194015	3.52364835991717	2.83547804183289	2.8231624945108	3.88951887438713	2.75252943369777	3.04937530527157	4.40127919355326	3.11667567687975
22	37402121	37404988	434107	TEX33	22	37183340	37183565	434051	.	-220102	8.02608573320857	14.1386269871108	14.6068672316804	6.90928690331264	8.14587607869239	13.1790022415445	10.1871182180115	9.97266169192698	2.74561572785149	4.53477062864884	3.5589219704311	2.75639437867505	2.83795580885408	3.62690897311562	5.01597766146577	4.36947337383916	4.24272371888503
22	37402121	37404988	434107	TEX33	22	37227284	37229277	434054	.	-175274	2.09219864406069	3.11617313759094	5.11320022172625	2.78994722064191	2.66346016454446	2.36635353987434	3.41271274514623	2.2905745886635	0.943906645536697	0.716649798151376	1.19597146551332	1.18652753949837	1.63609403257158	1.02918140718077	1.24015251154676	1.49922636564468	1.17317071756671
22	37402121	37404988	434107	TEX33	22	37229278	37231439	434055	.	-173196	2.02579445206926	6.38852444479348	5.34705084842783	3.3855756566856	3.28464699047421	3.00475081917563	4.48357022682584	3.68510926432547	1.44129825799321	2.21284522793274	1.6700346975681	2.01394507246194	3.13821972956843	1.20038700194381	1.50312898880869	1.94443041273883	1.07439576442587
22	37402121	37404988	434107	TEX33	22	37231538	37233434	434057	.	-171068	3.49219667616286	5.06794097887617	4.88890389420077	4.55866353376951	5.39671967835829	4.48149371186009	7.79218366423719	4.36183155864623	1.16966438628627	2.93655280126442	1.7778694859039	2.1314431511939	2.10738689857126	1.57195069131143	3.35534780896487	1.43883931775911	2.09428282948433
22	37402121	37404988	434107	TEX33	22	37233547	37238245	434059	.	-167658	3.21495091223461	5.08060313861574	5.83413142966037	3.68429180940282	5.10793416982252	2.85537893420099	5.74554645820827	3.84263755771386	1.48285819390698	1.85167801537343	2.46750143661091	1.49062606205803	1.84737208225563	1.88912481366436	1.68006857964386	2.09941050037688	1.94351324394283
22	37402121	37404988	434107	TEX33	22	37241597	37241993	434063	.	-161759	3.63899102317285	5.30872606356041	7.12116309639069	3.85517066747873	4.27846174493322	4.65389165098404	5.95758167258894	5.27750089493072	0.894056374339461	1.74462506634867	1.65390699290649	2.54168002306108	2.02550600257116	1.15480331384521	1.95608219481137	2.11625542468717	1.74180109620906
22	37402121	37404988	434107	TEX33	22	37249502	37252403	434065	.	-152602	1.58384933751802	5.22274378091288	6.64263993311346	4.39571445159532	2.72208729066948	8.20923871981694	6.65183103904789	5.62177817558568	0.880167714321643	0.89027734006778	1.17095113780489	1.18231558217508	1.02216294574783	1.1951512274593	0.968914866815253	1.48310068815995	0.672881071689175
22	37402121	37404988	434107	TEX33	22	37252404	37262399	434066	NCF4	-146153	0.788126101760739	3.9820953477309	5.24971720651739	2.86903690452756	1.81327136888124	3.47974652641372	5.41985872133319	2.42663974407913	0.670438022390361	1.06660462207781	1.08674643007132	0.412504596245665	0.713137281785392	1.02851615869535	0.998699892164873	0.525204795040373	0.475411245775072
22	37402121	37404988	434107	TEX33	22	37262400	37265983	434067	.	-139363	2.2435755937862	4.39337579126253	6.51417138306089	3.70992859925997	3.45117281436064	5.32889788201703	5.70813848317154	5.07047714839738	1.27381290925533	2.2894059672815	1.5995706038267	1.71899152685733	1.36081652179321	1.8214604175409	2.32227716804132	2.56119615946059	1.36974073890049
22	37402121	37404988	434107	TEX33	22	37288345	37289247	434071	.	-114758	2.29723690973834	2.56169974267468	3.94052242478495	3.35718416056289	2.70716899886695	5.21038847949708	5.74684992701371	5.43195804004525	1.49221740753344	2.39791388525446	1.46842756057127	1.15411116242086	0.973175347747058	1.98449705286221	1.66710895643133	2.38916330915965	1.83933134639741
22	37402121	37404988	434107	TEX33	22	37585777	37586284	434139	.	182476	0.748777948630248	2.84401545007981	4.96335125296411	5.41507699965813	0.894250368224335	2.65272656419789	5.30734357414927	3.93051382452385	1.30372570022732	2.62019390489235	1.68384351200006	3.05597247926012	1.13046713621163	1.64461518505495	2.37649904328029	1.47630468445703	1.3479144491232
22	37402121	37404988	434107	TEX33	22	37792276	37797934	434170	.	391551	1.33194225051227	1.90396577241593	3.92998877054652	2.50078365758642	1.30549927974357	1.34183957210612	0.182894713509675	0.577335444285256	1.50574494281252	2.49985626911555	2.62171579517867	4.28440241093143	2.84112078637337	5.36013703464177	4.3510868171586	0.989175706817286	1.53026160800398
22	37402121	37404988	434107	TEX33	22	37827773	37834589	434175	.	427627	1.05937145844961	2.98263663553426	2.52085584768527	4.82565927482758	1.78881433822029	0.976512452376807	1.35120504946532	0.876461795895161	2.36604946520174	2.93182617221421	3.20202881349837	5.40242447527416	4.26863182959428	4.9715602070683	5.83473744997473	2.00591671164781	1.9499555233782
